ID,Partner.Country,Reporting.Country,Product,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015
6600,Mexico,United Kingdom,Giant Rubber Band,9,9,9,8.8,9,9,8.6,9.2,9.6,7.2,10.6,10.8,0,21,11.6,8,0,9.6,0,0,0,7.8,21.6,32,28.6,23.2
6601,Mexico,United Kingdom,Glue,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.4,3.6,3.8,3,3.6,5,0.4,0,0,0,0,0,0,2.4,0.6,0,0.2,6
6602,Mexico,Switzerland,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6603,Mexico,Switzerland,Giant Rubber Band,12.2,12.2,12.2,12.2,12.2,12,12.2,12.2,12,12.2,12.4,11.2,13,13.4,7,17.2,21,24.8,17.4,0.8,2.4,0,0,0.2,0,10.2
6604,Mexico,Switzerland,Glue,2.4,2.4,2.4,2.4,2.4,2.4,2.6,2.4,2.2,3,2.2,1.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6605,Mexico,Sweden,Smoke Screen Bomb,4.6,4.6,4.6,4.6,4.6,4.6,4.4,4.4,5,3.8,4.8,6.4,0,7.8,11.6,0,0,0,0,0,0,0,0,0,0,0.2
6606,Mexico,Sweden,Giant Rubber Band,23.2,23.2,23,23.2,23.2,22.8,23.6,23.2,21.6,26,22,16.6,39.2,10.4,0,0,0,0,0,0,0,0,0,0,0,0
6607,Mexico,Sweden,Glue,21.2,21.2,21.2,21.2,21.2,21.2,21.4,20.8,21.2,22.4,18.8,22.2,26.2,8.2,32.2,0,10.2,0,28.6,8.4,12.8,229.4,13.2,108.6,304.6,306.4
6608,Mexico,Spain ,Smoke Screen Bomb,30.8,30.8,30.8,30.8,30.8,31,30.8,30.6,31.6,30.4,29.8,34.4,26.8,28.2,48.2,39.8,44.4,77.6,65.8,41,37.6,4,59.4,67.8,69.2,101.4
6609,Mexico,Spain ,Giant Rubber Band,16.6,16.6,16.6,16.6,16.6,16.6,16.4,16.6,16.6,16,17.4,16.8,13.8,21.6,14.8,9,44.8,22.6,57.4,32.8,31,135.4,134.6,317.4,192,264
6610,Mexico,Spain ,Glue,36.4,36.4,36.2,36.4,36.4,36,36.6,36.6,35,38.2,36.4,30.8,47.2,30.8,14.4,21.2,38.8,6.4,47,4,23.2,108.2,57.2,165.2,35.8,51
6611,Mexico,Portugal,Smoke Screen Bomb,38.4,38.2,38.4,38.4,38,38.8,38.6,36.6,40.8,38.4,30.8,53.4,30.8,8.6,120.8,0,0,0,0,0,165.2,902.4,1117.6,2271.8,2808.6,2078
6612,Mexico,Portugal,Giant Rubber Band,100,100,100,100,100,99.8,100.2,100.2,99.2,100.8,100.8,95.8,106,100.8,80.8,0,0,0,0,0,19.4,238,471.8,215.4,366.2,154.6
6613,Mexico,Portugal,Glue,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.2,2.2,1.6,0,4.8,0,0,0,0,0,0,9.4,105.2,48.2,57,108.6,345.8
6614,Mexico,Norway,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6615,Mexico,Netherlands,Smoke Screen Bomb,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.2,37.8,37.2,37,39.4,35,36.4,46.8,26.4,19.6,0,0,0,0,0,0,0,0,0
6616,Mexico,Netherlands,Giant Rubber Band,58.6,58.6,58.8,58.4,58.4,59.8,57,58.4,64.2,48.4,62.8,81.2,1,106,136.8,2.4,2,0,6.2,2.4,0.6,0,1.6,0,0,0
6617,Mexico,Netherlands,Glue,12.8,12.8,12.6,12.8,12.8,12.6,12.8,12.8,12.2,13.4,12.6,10.8,17,9.8,5.8,51.2,273.4,52.2,6.8,3.4,74.6,0,0.4,8.8,69.6,29.4
6618,Mexico,Italy,Smoke Screen Bomb,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0,0.8,0.6,0,0,0,13.6,95.6,138.6,107.8,0,0,0,0
6619,Mexico,Italy,Giant Rubber Band,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.4,2,1.4,1,3.6,0.2,0.4,29.8,50.4,53,32.2,35.4,119.4,95.2,159,175.4
6620,Mexico,Italy,Glue,25.8,25.8,25.6,25.8,25.8,25.2,26.6,25.6,23.6,30.6,22.8,17.2,51.6,0,0,0,0,9.2,15,20.6,33.6,25.2,25.6,80.6,101,87.6
6621,Mexico,Ireland ,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0
6622,Mexico,Germany ,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.8,0.8,0.8,0.2
6623,Mexico,Germany ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,135.4,24.4,61.4,406.2,49,79.4,1211.6,417.6,627.4,444
6624,Mexico,Germany ,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,171.4,377,16.6,0,0,55.8,468.6,67.8,1096.8,584.2
6625,Mexico,France ,Smoke Screen Bomb,14.8,14.8,14.8,14.6,14.8,15,14,15.4,15.4,11.4,19.6,14.8,0,44.2,0,0,3.2,0,3,0,101.2,113.4,0,0,0,0
6626,Mexico,France ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,44,107.8,119,196.8,13.2,37.8,75.6,19.2
6627,Mexico,France ,Glue,5.2,5.2,5.2,5.2,5.2,5.4,5.2,5.2,5.6,4.6,5.4,6.6,2,7.8,9.8,7.6,41.2,78.8,30.8,14.2,6.6,16.8,14.2,26.8,0,4.2
6628,Mexico,Finland,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.6,0,0,0,0,0,747,1628.8,872.6,110.6
6629,Mexico,Finland,Glue,40,40,40,40.2,39.8,40.2,40.2,38.8,41.8,40.2,34,51.4,35.4,15.4,103.2,0,124,257.4,63.2,185.2,86.2,213.6,267.4,1102.6,2562.8,1284.2
6630,Mexico,Belgium,Smoke Screen Bomb,67.2,67.2,67.4,67.4,67.2,67.4,67.4,67,67.8,67.4,66,70,66,61.6,82.4,80.2,132.4,133,12,4.2,0,0,0,0,0,0
6631,Mexico,Belgium,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,45.4,0,1.4,0,0
6632,Mexico,Belgium,Glue,13,13.2,13,13.2,13.2,13,13.4,13,12.2,14.8,12.2,9.8,22.4,4.2,3,0,0,0,0,0,0.8,9,0,0,0,0
6633,Mexico,Austria ,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,25.2,0,0,0,0
6634,Mexico,Austria ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
6635,Mexico,Austria ,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,4.4,0,0,0,0
6636,Nicaragua,United Kingdom,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6637,Nicaragua,Sweden,Smoke Screen Bomb,9.4,9.4,9.4,9.4,9.4,9.2,9.4,9.4,9,9.6,10,7.4,11.2,11.2,0,0,0,0,0,0,0,0,0,0,0,0
6638,Nicaragua,Sweden,Glue,2.8,2.8,2.8,2.6,2.8,2.8,2.6,2.8,2.8,2.2,3.6,2.8,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0
6639,Nicaragua,Spain ,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0
6640,Nicaragua,Spain ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0
6641,Nicaragua,Portugal,Smoke Screen Bomb,7.4,7.4,7.4,7.4,7.2,7.6,7.4,7,8.6,6.4,5.8,13.4,0,4,36.4,0,0,0,0,8,48,19,33,23.8,7.6,19.6
6642,Nicaragua,Portugal,Giant Rubber Band,11,11,11,11.2,11,11,11.4,10.8,11,12.2,9,12,15.2,0,20.8,0,0,0,0,11.8,15,82.8,67,25.2,3.8,27.6
6643,Nicaragua,Netherlands,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
6644,Nicaragua,Netherlands,Giant Rubber Band,7,6.8,6.8,7,6.8,6.8,7,6.8,6.8,7.6,5.6,7.2,9.8,0,12,0,0,0,0,0,0,0,0,0,0,0
6645,Nicaragua,Italy,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
6646,Nicaragua,Italy,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.4
6647,Nicaragua,Germany ,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6648,Nicaragua,France ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6649,Nicaragua,Belgium,Smoke Screen Bomb,1.2,1.2,1.2,1.2,1.4,1.4,1.2,1.4,1.4,1,1.8,1.2,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0
6650,Panama,United Kingdom,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0
6651,Panama,United Kingdom,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
6652,Panama,United Kingdom,Glue,10.2,10.2,10.2,10.2,10.2,10.2,10,10.4,10,9.8,11.6,8.6,9.2,16.6,0,0,0,0,0,0,0,0,0,0,0,0
6653,Panama,Switzerland,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6654,Panama,Sweden,Smoke Screen Bomb,22.4,22.4,22.4,22.4,22.4,22.6,22,23,23,20,25.8,23,11.4,43,14.4,2.8,0,0,0,0,0,0,0,0,0,0
6655,Panama,Sweden,Giant Rubber Band,15.4,15.4,15.4,15.2,15.4,15.4,15,15.8,15.4,14,17.8,14.4,10,29,3.8,0,0,0,0,0,0,0,0,0,0,0
6656,Panama,Sweden,Glue,4.4,4.4,4.4,4.2,4.4,4.4,4.2,4.6,4.4,3.4,5.8,4.4,0,13,0,5.2,1.4,0,0,0,0,0,0,0,0,0
6657,Panama,Spain ,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6658,Panama,Spain ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.4,12.6,8.6,0,0,0,0,0,0
6659,Panama,Spain ,Glue,14.8,14.8,14.8,14.8,14.8,14.6,15,14.8,14.2,16.2,13.8,12.6,22,7.2,8.8,11,0,3,0,19.4,29.4,32.8,85.2,61.4,78.2,145.6
6660,Panama,Portugal,Smoke Screen Bomb,6.2,6.2,6.2,6.2,6,6.4,6.2,5.6,7.4,5.4,4.2,12.4,0,0,37,0,0,0,0,0,0,35,48,45.8,54.2,199.2
6661,Panama,Portugal,Giant Rubber Band,9.6,9.6,9.6,9.6,9.6,9.8,9.6,9.4,10.4,9,8.8,13.4,4.6,8,27.6,0,0,0,0,0,0,61.6,63,64.6,46.2,33
6662,Panama,Portugal,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.6,192.4,22.4,177.2,207.6,103,502.4
6663,Panama,Norway,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
6664,Panama,Norway,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6665,Panama,Netherlands,Giant Rubber Band,12.2,12.2,12.2,12.4,12.2,12.2,12.4,12,12,13.4,10.8,12,17.2,3,16.2,0,0,0,0,0,0,0,0,0,0,0
6666,Panama,Netherlands,Glue,25.8,25.8,25.6,25.8,25.8,25.4,26.4,25.6,24.2,29.2,23.2,19.8,44.8,5,10,10.2,48.4,0,0,0,0,0,0,0,0,0
6667,Panama,Germany ,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.4,1
6668,Panama,Germany ,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,131.8,0,0,0,0,0,0,0,0.2
6669,Panama,France ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,2.2,0,0,0
6670,Panama,France ,Glue,1.6,1.6,1.6,1.6,1.6,1.6,1.4,1.6,1.6,1.2,2,1.6,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0
6671,Panama,Finland,Smoke Screen Bomb,2.6,2.6,2.6,2.6,2.6,2.6,2.4,2.8,2.6,2,3.4,2.6,0,7.8,0,0,18.4,9.2,0,0,0,0,4,8,0,0
6672,Panama,Finland,Glue,1.8,1.8,1.8,1.8,1.6,1.8,1.8,1.6,2,1.6,1.2,3.4,0,0,10.4,0,48,0,0,0,0,0,0,0,0,0
6673,Panama,Belgium,Smoke Screen Bomb,5.4,5.4,5.4,5.4,5.6,5.4,5.4,5.6,5.4,5.2,6.2,4.8,4.8,9.4,0,0,0,0,20.6,0,0,0,0,0,0,0
6674,Panama,Belgium,Giant Rubber Band,2.6,2.6,2.4,2.6,2.6,2.4,2.6,2.4,2.2,3,2.2,1.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6675,Panama,Belgium,Glue,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,10,10,9.4,0,0,0,0,0,0,0,0,0,0,0
6676,Panama,Austria ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6677,Peru,United Kingdom,Smoke Screen Bomb,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0,0,0,1.6,0,0,0.4,0,0,0,0,0,3.6
6678,Peru,United Kingdom,Giant Rubber Band,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.8,0,1.2,1,1,0.4,0.4,0,1.2,0,1.8,1,1,2,1.2
6679,Peru,United Kingdom,Glue,1.4,1.4,1.4,1.4,1.4,1.2,1.4,1.4,1.2,1.6,1.2,0.8,2.6,0,0,0,0,0.8,0.6,0.6,2.4,0,0,0,4.8,0
6680,Peru,Switzerland,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6681,Peru,Switzerland,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4.4,0,0,0,0,0,0,0
6682,Peru,Sweden,Smoke Screen Bomb,64.6,64.4,64.8,64.6,63.6,65.8,64.4,60.8,72.6,59.6,49.8,108.2,21,20.4,283.4,92.6,0,0,4.2,0,0,291.4,0,0,0,0
6683,Peru,Sweden,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,11.8,0,0,0,0,0,0
6684,Peru,Sweden,Glue,84.2,83.8,84.4,84.2,82.4,86.8,83.8,76.8,99.6,74.8,56,168.2,0,0,504.4,523.6,53,12.2,56.8,84.8,0,360,0,0,288.8,426.2
6685,Peru,Spain ,Smoke Screen Bomb,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0,1.4,0.8,2.8,7.2,3.4,0,0.4,0.2,0,0.6,0,5
6686,Peru,Spain ,Giant Rubber Band,1,1,1,1,1,1,1,1,1.2,1,0.6,2,0,0,6.2,0,6.2,0,0,45.6,0,0,0,0,0.2,4.4
6687,Peru,Spain ,Glue,67,66.8,67,67,66.4,67.4,67.6,64.4,70.2,68.2,54.6,87.6,62.6,13.8,186.2,0,0,0.6,263,0,0,0,0,2.4,10,10
6688,Peru,Portugal,Smoke Screen Bomb,101.8,101.4,102,101.8,100,104.2,101.2,94.6,117,92,75,183.8,17.2,24.2,510.2,0,0,0,0,0,9.4,305.2,655.8,785.4,763,1933.8
6689,Peru,Portugal,Giant Rubber Band,127,126.8,127.2,127,126.2,128.6,126.4,123.4,136,119.8,114.6,173.4,71.4,99.2,349.2,0,0,0,0,0,14.8,402,533.6,541.2,202.2,106.2
6690,Peru,Portugal,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,0,478.8,1330,1551.6
6691,Peru,Netherlands,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,0,0,0,0,0,0,0,0
6692,Peru,Netherlands,Giant Rubber Band,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0.6,1,1.2,0,1.6,1.8,0,0,0,0,0,0,0,0,0,1,0
6693,Peru,Netherlands,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8,25.8,0,2.2,15.4,603.6,19.6,159.4,174.8,160.6
6694,Peru,Italy,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,4.6,8.8,0,0,6,0
6695,Peru,Italy,Giant Rubber Band,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,1.2,0.8,0,2.4,5.8,3.2,6.4,16,18.4,21.2,10,20.4,35.2,17.4,19.8
6696,Peru,Italy,Glue,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0,1.4,0,4.2,8,15.4,13,8.8,23.6,9.6,12.8,9,0,0
6697,Peru,Germany ,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.2,0,0.2,0.4
6698,Peru,Germany ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,11.8,3.2,2.2,2.4,3.6,6.6,73.8,50.4,99
6699,Peru,Germany ,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,101,312,22.2,0.4,62.8,5.2,326.2,124.8,28.8,0
6700,Peru,France ,Smoke Screen Bomb,14.6,14.6,14.6,14.6,14.8,14.8,14.6,14.8,14.8,14.2,15.6,14.4,12.6,20.2,10.4,14.6,13.2,0,0,0.8,0,0,0,2,10.2,4
6701,Peru,France ,Giant Rubber Band,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,9.2,10,15.4,5.2,13,18,13.2,18
6702,Peru,France ,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,128.2,24.4,0,0,0,0
6703,Peru,Finland,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0
6704,Peru,Finland,Glue,873.4,873.6,871.8,874.8,874,866.6,883.6,871.6,844.8,934.6,835.4,764.2,1204.2,538,550,632.2,1601.6,1884.2,946.8,670.8,901.6,791.2,978,1816,1841.8,2677
6705,Peru,Denmark,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
6706,Peru,Belgium,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,2,2,5.8,2.2,5.8,3.2,10.6,13.2,0,0
6707,Peru,Belgium,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0
6708,Peru,Belgium,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,24.4,0,0,0,0
6709,Peru,Austria ,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,8.2,0,0,0,5
6710,Uruguay,United Kingdom,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6711,Uruguay,Switzerland,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6712,Uruguay,Switzerland,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6713,Uruguay,Sweden,Smoke Screen Bomb,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.6,0.4,1.4,0,0,0,0,0,0,0,2,0,0,0,0,0
6714,Uruguay,Sweden,Giant Rubber Band,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0,0,1.4,0,0,0,3.6,0,0,0,0,0,0,0
6715,Uruguay,Spain ,Smoke Screen Bomb,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.2,3.8,3.2,2.4,0,0,0,5.8,0,0,0,0,0,0,0
6716,Uruguay,Spain ,Giant Rubber Band,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1,1.2,1.6,0,1.8,3,2.6,0.8,5,0.2,15.2,0.6,0,10.4,0,0,0.8
6717,Uruguay,Spain ,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6718,Uruguay,Portugal,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6,120.4,175.4,137.6,99.6
6719,Uruguay,Portugal,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,4.8,4.8,9.8,12
6720,Uruguay,Portugal,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,14.6,0,0,0,5.2
6721,Uruguay,Netherlands,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0.2,0,0
6722,Uruguay,Netherlands,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6723,Uruguay,Netherlands,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3.8,0,32.4,0,0.8,0,0,0,0,0
6724,Uruguay,Italy,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2.6
6725,Uruguay,Italy,Glue,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.4,1.2,0,0,0,4.6,1,2,0.8,1,0.8,0,0,0,0
6726,Uruguay,Germany ,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0
6727,Uruguay,Germany ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,15.2,46.8,51,35.6,0,0
6728,Uruguay,Germany ,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0.2,4.6,0.2,0
6729,Uruguay,France ,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,3.2,0
6730,Uruguay,France ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0.4,0
6731,Uruguay,France ,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0
6732,Uruguay,Finland,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8.8,0,0
6733,Uruguay,Finland,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,20.8,14,4.2,4.8,9.4,15.6,0
6734,Uruguay,Belgium,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0
6735,Uruguay,Belgium,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0
6736,Uruguay,Austria ,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.8,0.8,3.4,6.6,6.4,8.8,8.4,19.2,14
6737,Uruguay,Austria ,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0.2,0,0,0,0,0
6738,Venezuela,United Kingdom,Smoke Screen Bomb,19.8,19.8,19.8,20,20,19.4,20.4,19.8,18.2,23.6,17.6,13.2,39.8,0,0,0,0.4,0,0,0,0,0,0,0,0,0
6739,Venezuela,United Kingdom,Giant Rubber Band,9.2,9.2,9.2,9,9.2,9.2,8.8,9.2,9.8,7.4,10.6,11.2,0,20.6,13.2,67.4,25.2,32.8,0,10,29.4,51.4,27.8,107.6,61.2,5.2
6740,Venezuela,United Kingdom,Glue,13.6,13.6,13.6,13.6,13.6,13.4,14,13.6,12.4,16,12,9,27.2,0,0,0,0,0,5.4,0,0,0,0,0,0,0
6741,Venezuela,Switzerland,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6742,Venezuela,Switzerland,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6743,Venezuela,Sweden,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,39.4,0.8,0
6744,Venezuela,Sweden,Glue,117.6,117.6,117.4,118,117.4,117,119.6,115.6,115.4,128,103.8,114.4,165.8,31,146.4,0,50.8,122.8,0,105,0,0,0,0,0,0
6745,Venezuela,Spain ,Smoke Screen Bomb,7.6,7.6,7.6,7.6,7.6,7.8,7.6,7.2,8.6,7.2,5.6,13,2.8,1.2,34.8,7.6,0,0,0,8,0,0,0,0,0,23.8
6746,Venezuela,Spain ,Giant Rubber Band,2.6,2.6,2.6,2.6,2.6,2.8,2.6,2.4,3.2,2.4,1.8,5.2,0,0,15.8,3.6,10.2,11,8.8,14.8,9.4,3,22.8,7.4,3.2,134.6
6747,Venezuela,Spain ,Glue,90,90,90.2,90,89.4,91.2,89.4,87.8,96.2,84.4,82.8,121.8,48.4,78,239,41.4,96.6,84.8,115.2,57.2,27.8,84.6,60.2,56.2,2.4,1.4
6748,Venezuela,Portugal,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8,178.4,311.8,56.8,19.2,4.8
6749,Venezuela,Portugal,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,183.6,121.2,64.2,23.6
